Price,year,company,name,kms_driven
35704,2018,gmc,sierra 1500 slt,149211
39540,2018,gmc,sierra 1500 slt,78482
44995,2018,gmc,sierra 1500 slt,39644
3600,2018,gmc,sierra 1500 slt,48895
38400,2018,gmc,sierra 1500 slt,34866
39999,2018,gmc,sierra 1500 slt,24000
609,2018,gmc,sierra 1500 slt,15986
35824,2018,gmc,sierra 1500 slt,48771
42500,2018,gmc,sierra 1500 slt,43628
40992,2018,gmc,sierra 1500 slt,61235
46250,2019,gmc,sierra 1500 slt,8906
43999,2019,gmc,sierra 1500 slt,16539
48000,2019,gmc,sierra 1500 slt,15600
886,2019,gmc,sierra 1500 slt,13099
49956,2020,gmc,sierra 1500 slt,6137
22990,2013,gmc,sierra 1500 sle/z71,132000
27000,2015,gmc,sierra 1500 sle/z71,48001
19450,2014,gmc,sierra 1500 sle z71 4x4,186000
19000,2015,gmc,sierra 1500 sle z71 4wd,143200
29950,2015,gmc,sierra 1500 sle texas,134177
32950,2017,gmc,sierra 1500 sle elevation,67074
32999,2017,gmc,sierra 1500 sle elevation,69254
29999,2014,gmc,sierra 1500 sle double cab,28700
29995,2014,gmc,sierra 1500 sle crew cab 4wd,31818
28999,2015,gmc,sierra 1500 sle crew cab 4wd,107987
24895,2014,gmc,sierra 1500 sle crew cab,86619
39488,2019,gmc,sierra 1500 sle crew,15076
27999,2014,gmc,sierra 1500 sle all terrain,85500
28999,2014,gmc,sierra 1500 sle 4x4 half ton,17620
41999,2019,gmc,sierra 1500 sle 4x4 half ton,35013
27995,2015,gmc,sierra 1500 sle 4x4 4dr crew,95024
28999,2014,gmc,sierra 1500 sle 4x4 1/2 ton,17620
41999,2019,gmc,sierra 1500 sle 4x4 1/2 ton,35013
27495,2014,gmc,sierra 1500 sle 4x4,101915
27780,2014,gmc,sierra 1500 sle 4x4,118428
26950,2014,gmc,sierra 1500 sle 4x4,101915
27295,2014,gmc,sierra 1500 sle 4x4,101915
34995,2017,gmc,sierra 1500 sle 4x4,14219
28900,2017,gmc,sierra 1500 sle 4x4,99000
23284,2014,gmc,sierra 1500 sle 4wd!,113751
22449,2014,gmc,sierra 1500 sle 4wd!,113751
47016,2020,gmc,sierra 1500 sle 4wd 147wb,8130
47017,2020,gmc,sierra 1500 sle 4wd 147wb,8130
27999,2014,gmc,sierra 1500 sle 4wd,55145
29888,2014,gmc,sierra 1500 sle 4wd,55145
35872,2019,gmc,sierra 1500 sle 2wd 147wb,57747
41401,2020,gmc,sierra 1500 sle 2wd 147wb,1955
22604,2014,gmc,sierra 1500 sle 2wd 143wb,109651
24995,2013,gmc,sierra 1500 sle,87033
25000,2013,gmc,sierra 1500 sle,92352
15495,2013,gmc,sierra 1500 sle,115344
22499,2013,gmc,sierra 1500 sle,88644
17475,2013,gmc,sierra 1500 sle,123000
18995,2013,gmc,sierra 1500 sle,135315
14500,2013,gmc,sierra 1500 sle,164000
18599,2013,gmc,sierra 1500 sle,152363
18900,2014,gmc,sierra 1500 sle,150000
5000,2014,gmc,sierra 1500 sle,58569
27995,2014,gmc,sierra 1500 sle,92880
29975,2014,gmc,sierra 1500 sle,82647
21700,2014,gmc,sierra 1500 sle,147774
32988,2014,gmc,sierra 1500 sle,64337
24898,2014,gmc,sierra 1500 sle,109626
22500,2014,gmc,sierra 1500 sle,58569
32000,2014,gmc,sierra 1500 sle,149000
21500,2015,gmc,sierra 1500 sle,111000
22999,2015,gmc,sierra 1500 sle,116515
34000,2015,gmc,sierra 1500 sle,81000
23999,2015,gmc,sierra 1500 sle,122010
27995,2016,gmc,sierra 1500 sle,62004
26900,2016,gmc,sierra 1500 sle,50000
27999,2016,gmc,sierra 1500 sle,72667
27500,2016,gmc,sierra 1500 sle,74262
27990,2017,gmc,sierra 1500 sle,103419
31995,2017,gmc,sierra 1500 sle,30702
32999,2017,gmc,sierra 1500 sle,29396
30995,2017,gmc,sierra 1500 sle,38722
628,2018,gmc,sierra 1500 sle,48096
34995,2018,gmc,sierra 1500 sle,67786
30900,2018,gmc,sierra 1500 sle,36200
32500,2018,gmc,sierra 1500 sle,25000
38780,2018,gmc,sierra 1500 sle,15628
57000,2019,gmc,sierra 1500 sle,34000
41400,2019,gmc,sierra 1500 sle,20492
40987,2019,gmc,sierra 1500 sle,18938
43556,2019,gmc,sierra 1500 sle,17605
38587,2019,gmc,sierra 1500 sle,18938
44485,2020,gmc,sierra 1500 sle,14146
44885,2020,gmc,sierra 1500 sle,14146
19990,2014,gmc,sierra 1500 regular cab,51412
21990,2015,gmc,sierra 1500 regular cab,38253
14999,2016,gmc,sierra 1500 regular cab,96156
19981,2016,gmc,sierra 1500 regular cab,104869
15500,2017,gmc,sierra 1500 regular cab,72565
32990,2020,gmc,sierra 1500 regular cab,3031
31990,2020,gmc,sierra 1500 regular cab,3031
30990,2020,gmc,sierra 1500 regular cab,3031
31590,2019,gmc,sierra 1500 limited double,15266
27300,2019,gmc,sierra 1500 limited base,15021
39000,2019,gmc,sierra 1500 limited,2000
23999,2015,gmc,sierra 1500 extra cab,122010
21900,2013,gmc,sierra 1500 ext cab,102000
45657,2020,gmc,sierra 1500 elevation automatic,5906
46329,2020,gmc,sierra 1500 elevation 4wd,11135
54774,2021,gmc,sierra 1500 elevation 4wd,1023
49900,2019,gmc,sierra 1500 elevation,24101
42999,2019,gmc,sierra 1500 elevation,11697
45995,2020,gmc,sierra 1500 elevation,4177
31990,2014,gmc,sierra 1500 double cab slt,84088
32990,2015,gmc,sierra 1500 double cab slt,44768
36990,2016,gmc,sierra 1500 double cab slt,29547
26990,2014,gmc,sierra 1500 double cab sle,59434
27990,2014,gmc,sierra 1500 double cab sle,63617
25990,2014,gmc,sierra 1500 double cab sle,79749
27990,2014,gmc,sierra 1500 double cab sle,73981
25990,2014,gmc,sierra 1500 double cab sle,43700
28990,2014,gmc,sierra 1500 double cab sle,42996
30590,2014,gmc,sierra 1500 double cab sle,34292
27990,2016,gmc,sierra 1500 double cab sle,86854
29990,2016,gmc,sierra 1500 double cab sle,44402
31990,2017,gmc,sierra 1500 double cab sle,45562
32990,2017,gmc,sierra 1500 double cab sle,19293
31990,2018,gmc,sierra 1500 double cab sle,20644
33990,2018,gmc,sierra 1500 double cab sle,20451
29990,2018,gmc,sierra 1500 double cab sle,30084
31990,2018,gmc,sierra 1500 double cab sle,19794
31990,2018,gmc,sierra 1500 double cab sle,20288
33990,2018,gmc,sierra 1500 double cab sle,24025
31990,2018,gmc,sierra 1500 double cab sle,19970
23900,2016,gmc,sierra 1500 double cab 4x4,111635
20995,2014,gmc,sierra 1500 double cab,100147
30000,2014,gmc,sierra 1500 double cab,50439
25985,2014,gmc,sierra 1500 double cab,54837
19999,2014,gmc,sierra 1500 double cab,119503
27995,2014,gmc,sierra 1500 double cab,102701
35590,2015,gmc,sierra 1500 double cab,73107
27950,2015,gmc,sierra 1500 double cab,109865
33572,2015,gmc,sierra 1500 double cab,73107
24500,2015,gmc,sierra 1500 double cab,155301
28885,2017,gmc,sierra 1500 double cab,53999
31590,2017,gmc,sierra 1500 double cab,24587
43995,2017,gmc,sierra 1500 double cab,14314
29885,2017,gmc,sierra 1500 double cab,53999
33995,2017,gmc,sierra 1500 double cab,3017
29990,2018,gmc,sierra 1500 double cab,28767
30990,2018,gmc,sierra 1500 double cab,28767
38590,2019,gmc,sierra 1500 double cab,8008
31990,2019,gmc,sierra 1500 double cab,27321
37990,2019,gmc,sierra 1500 double cab,6443
39590,2020,gmc,sierra 1500 double cab,1442
47895,2018,gmc,sierra 1500 denali crew cab,28200
53989,2019,gmc,sierra 1500 denali automatic,15982
61988,2020,gmc,sierra 1500 denali automatic,18094
46999,2017,gmc,sierra 1500 denali 4x4 gas,36940
44999,2017,gmc,sierra 1500 denali 4x4 gas,49290
44999,2017,gmc,sierra 1500 denali 4x4 gas,33636
45999,2017,gmc,sierra 1500 denali 4x4 gas,33636
46999,2017,gmc,sierra 1500 denali 4x4 gas,46078
43999,2017,gmc,sierra 1500 denali 4x4 gas,52341
48999,2018,gmc,sierra 1500 denali 4x4 gas,45440
48999,2018,gmc,sierra 1500 denali 4x4 gas,30557
56999,2019,gmc,sierra 1500 denali 4x4 gas,25735
58999,2019,gmc,sierra 1500 denali 4x4 gas,8235
58999,2019,gmc,sierra 1500 denali 4x4 gas,33801
38950,2017,gmc,sierra 1500 denali 4x4,59675
39950,2017,gmc,sierra 1500 denali 4x4,59675
42500,2015,gmc,sierra 1500 denali 4wd crew,33000
60309,2020,gmc,sierra 1500 denali 4wd 147wb,1402
31947,2015,gmc,sierra 1500 denali 4wd 143wb,99678
36479,2016,gmc,sierra 1500 denali 4wd 143wb,42229
38525,2018,gmc,sierra 1500 denali 4wd 143wb,31469
59995,2019,gmc,"sierra 1500 denali 10"" fts",18462
33995,2014,gmc,sierra 1500 denali,81500
37895,2014,gmc,sierra 1500 denali,87052
17000,2014,gmc,sierra 1500 denali,110000
33500,2015,gmc,sierra 1500 denali,98000
39924,2015,gmc,sierra 1500 denali,97056
34995,2015,gmc,sierra 1500 denali,81552
34651,2015,gmc,sierra 1500 denali,74636
32000,2015,gmc,sierra 1500 denali,113849
29995,2015,gmc,sierra 1500 denali,124205
38995,2015,gmc,sierra 1500 denali,79785
32900,2016,gmc,sierra 1500 denali,63000
39645,2017,gmc,sierra 1500 denali,58303
42000,2017,gmc,sierra 1500 denali,47000
44999,2017,gmc,sierra 1500 denali,17843
44487,2017,gmc,sierra 1500 denali,40215
44975,2017,gmc,sierra 1500 denali,19990
530,2017,gmc,sierra 1500 denali,50118
45000,2017,gmc,sierra 1500 denali,31000
44718,2017,gmc,sierra 1500 denali,29645
40962,2017,gmc,sierra 1500 denali,43516
35977,2017,gmc,sierra 1500 denali,83142
40995,2017,gmc,sierra 1500 denali,42514
628,2017,gmc,sierra 1500 denali,72231
42872,2017,gmc,sierra 1500 denali,29645
39999,2017,gmc,sierra 1500 denali,72231
25900,2017,gmc,sierra 1500 denali,81600
43882,2017,gmc,sierra 1500 denali,54399
42843,2017,gmc,sierra 1500 denali,47667
42933,2017,gmc,sierra 1500 denali,47447
36555,2017,gmc,sierra 1500 denali,103215
39899,2017,gmc,sierra 1500 denali,47667
37488,2017,gmc,sierra 1500 denali,73656
44764,2017,gmc,sierra 1500 denali,41771
35000,2017,gmc,sierra 1500 denali,128000
43890,2017,gmc,sierra 1500 denali,47447
41237,2017,gmc,sierra 1500 denali,58303
48547,2018,gmc,sierra 1500 denali,42502
43500,2018,gmc,sierra 1500 denali,44760
750,2018,gmc,sierra 1500 denali,19000
47988,2018,gmc,sierra 1500 denali,19786
49081,2018,gmc,sierra 1500 denali,56435
40881,2018,gmc,sierra 1500 denali,64914
53999,2019,gmc,sierra 1500 denali,30300
807,2019,gmc,sierra 1500 denali,21608
53587,2019,gmc,sierra 1500 denali,47745
54999,2019,gmc,sierra 1500 denali,17320
56477,2019,gmc,sierra 1500 denali,21608
59900,2020,gmc,sierra 1500 denali,7070
34990,2018,gmc,sierra 1500 dbl cab,23190
28990,2014,gmc,sierra 1500 crew cab slt,85529
31990,2014,gmc,sierra 1500 crew cab slt,46145
33590,2014,gmc,sierra 1500 crew cab slt,46145
35990,2015,gmc,sierra 1500 crew cab slt,34495
36990,2015,gmc,sierra 1500 crew cab slt,18138
33990,2016,gmc,sierra 1500 crew cab slt,33588
37590,2017,gmc,sierra 1500 crew cab slt,33741
36990,2017,gmc,sierra 1500 crew cab slt,33741
40990,2017,gmc,sierra 1500 crew cab slt,23696
41990,2018,gmc,sierra 1500 crew cab slt,19367
38590,2018,gmc,sierra 1500 crew cab slt,23120
36990,2018,gmc,sierra 1500 crew cab slt,19259
40590,2018,gmc,sierra 1500 crew cab slt,12489
40590,2018,gmc,sierra 1500 crew cab slt,9819
42990,2018,gmc,sierra 1500 crew cab slt,20879
40590,2018,gmc,sierra 1500 crew cab slt,22035
37990,2018,gmc,sierra 1500 crew cab slt,19259
46990,2020,gmc,sierra 1500 crew cab slt,1925
47990,2020,gmc,sierra 1500 crew cab slt,1891
30990,2014,gmc,sierra 1500 crew cab sle,40990
30990,2015,gmc,sierra 1500 crew cab sle,74162
28590,2015,gmc,sierra 1500 crew cab sle,81607
34990,2017,gmc,sierra 1500 crew cab sle,32130
39590,2019,gmc,sierra 1500 crew cab sle,18247
30590,2014,gmc,sierra 1500 crew cab denali,100971
31990,2014,gmc,sierra 1500 crew cab denali,90796
42990,2017,gmc,sierra 1500 crew cab denali,28698
43990,2017,gmc,sierra 1500 crew cab denali,30909
42590,2017,gmc,sierra 1500 crew cab denali,44879
41990,2017,gmc,sierra 1500 crew cab denali,47508
43990,2017,gmc,sierra 1500 crew cab denali,44879
41590,2017,gmc,sierra 1500 crew cab denali,44879
44590,2017,gmc,sierra 1500 crew cab denali,28698
39990,2017,gmc,sierra 1500 crew cab denali,58349
53990,2019,gmc,sierra 1500 crew cab denali,8478
55990,2020,gmc,sierra 1500 crew cab denali,13071
32500,2017,gmc,sierra 1500 crew cab base,37772
57743,2019,gmc,sierra 1500 crew cab 4x4,19725
23995,2014,gmc,sierra 1500 crew cab,147586
31688,2014,gmc,sierra 1500 crew cab,99705
16499,2014,gmc,sierra 1500 crew cab,150000
25000,2014,gmc,sierra 1500 crew cab,141000
24995,2014,gmc,sierra 1500 crew cab,117199
21800,2014,gmc,sierra 1500 crew cab,106686
21950,2014,gmc,sierra 1500 crew cab,195414
21800,2014,gmc,sierra 1500 crew cab,106675
28745,2014,gmc,sierra 1500 crew cab,40102
24295,2015,gmc,sierra 1500 crew cab,113667
29995,2015,gmc,sierra 1500 crew cab,89422
36799,2015,gmc,sierra 1500 crew cab,82021
24495,2015,gmc,sierra 1500 crew cab,113667
33995,2016,gmc,sierra 1500 crew cab,96067
35986,2016,gmc,sierra 1500 crew cab,123295
43995,2017,gmc,sierra 1500 crew cab,48719
36995,2018,gmc,sierra 1500 crew cab,76849
34995,2018,gmc,sierra 1500 crew cab,89192
42500,2019,gmc,sierra 1500 crew cab,13900
58999,2019,gmc,sierra 1500 crew cab,3211
17609,2016,gmc,sierra 1500 base automatic,86598
29000,2017,gmc,sierra 1500 base automatic,43796
19987,2015,gmc,sierra 1500 base,78151
16951,2015,gmc,sierra 1500 base,78151
32999,2017,gmc,sierra 1500 base,29609
31200,2017,gmc,sierra 1500 base,51708
29200,2017,gmc,sierra 1500 base,37897
52999,2019,gmc,sierra 1500 at4 4x4 half ton,26027
56999,2019,gmc,sierra 1500 at4 4x4 half ton,17958
57999,2019,gmc,sierra 1500 at4 4x4 half ton,17958
51999,2019,gmc,sierra 1500 at4 4x4 half ton,35200
52999,2019,gmc,sierra 1500 at4 4x4 half ton,29008
57999,2019,gmc,sierra 1500 at4 4x4 1/2 ton,17958
58999,2019,gmc,sierra 1500 at4 4x4 1/2 ton,15673
50999,2019,gmc,sierra 1500 at4 4x4 1/2 ton,36483
56999,2019,gmc,sierra 1500 at4 4x4 1/2 ton,15673
64999,2020,gmc,sierra 1500 at4 4x4 1/2 ton,3562
52948,2019,gmc,sierra 1500 at4 4wd 147wb,39612
60888,2019,gmc,sierra 1500 at4,27000
49055,2019,gmc,sierra 1500 at4,49416
57991,2019,gmc,sierra 1500 at4,10752
55376,2019,gmc,sierra 1500 at4,28260
52991,2019,gmc,sierra 1500 at4,23340
741,2019,gmc,sierra 1500 at4,16322
60000,2020,gmc,sierra 1500 at4,9800
57999,2020,gmc,sierra 1500 at4,19440
62000,2020,gmc,sierra 1500 at4,2657
30895,2016,gmc,sierra 1500 all terrian,115125
35999,2014,gmc,sierra 1500 all terrain 4x4,86631
24999,2015,gmc,sierra 1500 all terrain,121000
34999,2018,gmc,sierra 1500 4x4 half ton gas,36020
31500,2017,gmc,sierra 1500 4x4 crew cab slt,94500
29999,2017,gmc,sierra 1500 4x4 1/2 ton gas,23789
14998,2013,gmc,sierra 1500 4x4,144625
18600,2013,gmc,sierra 1500 4x4,130774
39944,2017,gmc,sierra 1500 4wd crew cab zlt,57235
54999,2020,gmc,"sierra 1500 4wd crew cab 147"" slt",5948
42999,2019,gmc,"sierra 1500 4wd crew cab 147"" sle",21646
48999,2020,gmc,"sierra 1500 4wd crew cab 147"" elevation",11230
62999,2020,gmc,"sierra 1500 4wd crew cab 147"" denali",2283
517,2015,gmc,sierra 1500 4wd crew cab 14,76811
32999,2015,gmc,sierra 1500 4wd crew cab,77519
25995,2013,gmc,sierra 1500 4wd,125018
24888,2015,gmc,sierra 1500 4wd,89265
33995,2015,gmc,sierra 1500 4wd,47517
30288,2016,gmc,sierra 1500 4wd,49261
36995,2018,gmc,sierra 1500 4wd,32325
34688,2018,gmc,sierra 1500 4wd,9330
27995,2017,gmc,sierra 1500 2wd crew cab 14,131963
16900,2013,gmc,sierra 1500,127000
12800,2013,gmc,sierra 1500,198410
19900,2013,gmc,sierra 1500,105487
22499,2013,gmc,sierra 1500,118560
12900,2013,gmc,sierra 1500,102000
13500,2013,gmc,sierra 1500,209000
19995,2013,gmc,sierra 1500,124090
22999,2013,gmc,sierra 1500,81636
11995,2013,gmc,sierra 1500,160000
22997,2013,gmc,sierra 1500,100122
18000,2013,gmc,sierra 1500,132000
11999,2013,gmc,sierra 1500,187019
18500,2013,gmc,sierra 1500,50838
19991,2013,gmc,sierra 1500,135472
21995,2013,gmc,sierra 1500,109000
15995,2013,gmc,sierra 1500,130787
23408,2013,gmc,sierra 1500,79268
15900,2013,gmc,sierra 1500,155897
4995,2013,gmc,sierra 1500,282510
21000,2013,gmc,sierra 1500,131827
16974,2013,gmc,sierra 1500,133407
17995,2013,gmc,sierra 1500,131903
15599,2013,gmc,sierra 1500,138992
13995,2013,gmc,sierra 1500,201141
19000,2013,gmc,sierra 1500,176536
26566,2013,gmc,sierra 1500,84614
15500,2013,gmc,sierra 1500,180512
17900,2013,gmc,sierra 1500,132526
10000,2013,gmc,sierra 1500,191000
18785,2013,gmc,sierra 1500,121491
25999,2013,gmc,sierra 1500,84487
22900,2013,gmc,sierra 1500,163000
12990,2013,gmc,sierra 1500,197372
11900,2013,gmc,sierra 1500,48000
12900,2013,gmc,sierra 1500,96000
15323,2013,gmc,sierra 1500,137364
15000,2013,gmc,sierra 1500,155000
18900,2013,gmc,sierra 1500,146964
21000,2013,gmc,sierra 1500,85000
21000,2013,gmc,sierra 1500,92784
21800,2013,gmc,sierra 1500,108000
24995,2013,gmc,sierra 1500,138000
17995,2013,gmc,sierra 1500,81141
6200,2013,gmc,sierra 1500,174000
22000,2013,gmc,sierra 1500,125147
21500,2013,gmc,sierra 1500,82500
16995,2013,gmc,sierra 1500,103950
14900,2013,gmc,sierra 1500,109940
20981,2013,gmc,sierra 1500,132906
10000,2013,gmc,sierra 1500,222911
23950,2013,gmc,sierra 1500,130685
22995,2013,gmc,sierra 1500,109000
27500,2014,gmc,sierra 1500,33287
25901,2014,gmc,sierra 1500,72103
21000,2014,gmc,sierra 1500,129388
31920,2014,gmc,sierra 1500,76896
16990,2014,gmc,sierra 1500,43406
26995,2014,gmc,sierra 1500,102000
16000,2014,gmc,sierra 1500,96300
18900,2014,gmc,sierra 1500,167060
24950,2014,gmc,sierra 1500,149200
26954,2014,gmc,sierra 1500,156773
28499,2014,gmc,sierra 1500,116906
18900,2014,gmc,sierra 1500,39400
29971,2014,gmc,sierra 1500,104803
31950,2014,gmc,sierra 1500,70748
24445,2014,gmc,sierra 1500,75650
33499,2014,gmc,sierra 1500,96340
27295,2014,gmc,sierra 1500,101915
28977,2014,gmc,sierra 1500,109326
34999,2014,gmc,sierra 1500,66693
36500,2014,gmc,sierra 1500,63156
12800,2014,gmc,sierra 1500,143022
30900,2014,gmc,sierra 1500,27660
12000,2014,gmc,sierra 1500,92631
22995,2014,gmc,sierra 1500,149428
35974,2014,gmc,sierra 1500,36255
19900,2014,gmc,sierra 1500,114616
21455,2014,gmc,sierra 1500,76000
18750,2014,gmc,sierra 1500,133710
17990,2014,gmc,sierra 1500,43406
23500,2014,gmc,sierra 1500,101370
20995,2014,gmc,sierra 1500,129180
28950,2014,gmc,sierra 1500,187210
15500,2014,gmc,sierra 1500,123000
30998,2014,gmc,sierra 1500,131021
26499,2014,gmc,sierra 1500,80147
27988,2014,gmc,sierra 1500,121061
19995,2014,gmc,sierra 1500,146606
28997,2014,gmc,sierra 1500,70364
30980,2014,gmc,sierra 1500,85983
24999,2014,gmc,sierra 1500,78217
19500,2014,gmc,sierra 1500,113549
21995,2014,gmc,sierra 1500,172125
29900,2014,gmc,sierra 1500,136111
31495,2014,gmc,sierra 1500,111843
31999,2014,gmc,sierra 1500,66074
25995,2014,gmc,sierra 1500,110245
26997,2014,gmc,sierra 1500,134864
26999,2014,gmc,sierra 1500,85500
33999,2014,gmc,sierra 1500,37150
25995,2014,gmc,sierra 1500,92233
27990,2014,gmc,sierra 1500,116366
29888,2014,gmc,sierra 1500,88190
24249,2014,gmc,sierra 1500,139147
21500,2014,gmc,sierra 1500,77000
27995,2014,gmc,sierra 1500,74000
27429,2014,gmc,sierra 1500,118189
21917,2014,gmc,sierra 1500,66828
25995,2014,gmc,sierra 1500,102000
20995,2014,gmc,sierra 1500,153069
26990,2014,gmc,sierra 1500,122054
12999,2014,gmc,sierra 1500,199222
29000,2014,gmc,sierra 1500,95100
31995,2014,gmc,sierra 1500,41946
33995,2014,gmc,sierra 1500,60817
25995,2014,gmc,sierra 1500,114653
14498,2014,gmc,sierra 1500,124727
24995,2014,gmc,sierra 1500,101741
23700,2014,gmc,sierra 1500,110784
29995,2014,gmc,sierra 1500,124641
27450,2014,gmc,sierra 1500,107566
31995,2014,gmc,sierra 1500,115771
27000,2014,gmc,sierra 1500,82000
10000,2014,gmc,sierra 1500,120000
25995,2014,gmc,sierra 1500,58280
37999,2014,gmc,sierra 1500,67624
17991,2015,gmc,sierra 1500,39025
28999,2015,gmc,sierra 1500,107062
25642,2015,gmc,sierra 1500,70000
23695,2015,gmc,sierra 1500,167604
24595,2015,gmc,sierra 1500,136906
35500,2015,gmc,sierra 1500,60102
37990,2015,gmc,sierra 1500,54746
31995,2015,gmc,sierra 1500,91417
26890,2015,gmc,sierra 1500,153400
36500,2015,gmc,sierra 1500,79839
22400,2015,gmc,sierra 1500,116550
29995,2015,gmc,sierra 1500,120451
35990,2015,gmc,sierra 1500,68128
26990,2015,gmc,sierra 1500,69081
22995,2015,gmc,sierra 1500,135011
28995,2015,gmc,sierra 1500,100332
34500,2015,gmc,sierra 1500,99000
17500,2015,gmc,sierra 1500,130600
20623,2015,gmc,sierra 1500,120599
36999,2015,gmc,sierra 1500,69685
18000,2015,gmc,sierra 1500,104232
24497,2015,gmc,sierra 1500,91581
529,2015,gmc,sierra 1500,85358
14333,2015,gmc,sierra 1500,111111
26990,2015,gmc,sierra 1500,147548
23500,2015,gmc,sierra 1500,73000
23500,2015,gmc,sierra 1500,74000
23958,2015,gmc,sierra 1500,95858
36000,2015,gmc,sierra 1500,64370
17495,2015,gmc,sierra 1500,93000
35405,2015,gmc,sierra 1500,79837
22400,2015,gmc,sierra 1500,116525
36964,2015,gmc,sierra 1500,74365
20750,2015,gmc,sierra 1500,114428
36500,2015,gmc,sierra 1500,76752
24995,2015,gmc,sierra 1500,84124
24495,2015,gmc,sierra 1500,133626
27278,2015,gmc,sierra 1500,77537
29459,2015,gmc,sierra 1500,120257
30499,2015,gmc,sierra 1500,97174
14500,2015,gmc,sierra 1500,166200
21395,2015,gmc,sierra 1500,78330
29990,2015,gmc,sierra 1500,96205
30979,2015,gmc,sierra 1500,81000
35000,2015,gmc,sierra 1500,79839
22900,2015,gmc,sierra 1500,185639
30999,2015,gmc,sierra 1500,81000
24950,2015,gmc,sierra 1500,115300
33800,2015,gmc,sierra 1500,71469
34645,2015,gmc,sierra 1500,85575
26500,2015,gmc,sierra 1500,92000
36955,2015,gmc,sierra 1500,55053
35994,2015,gmc,sierra 1500,36259
30900,2015,gmc,sierra 1500,110166
29995,2015,gmc,sierra 1500,141392
27000,2015,gmc,sierra 1500,63000
24995,2015,gmc,sierra 1500,175425
29900,2015,gmc,sierra 1500,25825
33999,2015,gmc,sierra 1500,67537
20590,2015,gmc,sierra 1500,51400
24572,2015,gmc,sierra 1500,123913
29995,2015,gmc,sierra 1500,122922
32000,2015,gmc,sierra 1500,81000
25443,2015,gmc,sierra 1500,91071
19988,2015,gmc,sierra 1500,129573
30795,2015,gmc,sierra 1500,59530
33500,2015,gmc,sierra 1500,50000
35590,2015,gmc,sierra 1500,73107
22000,2015,gmc,sierra 1500,83000
29876,2015,gmc,sierra 1500,98102
28990,2015,gmc,sierra 1500,103198
25995,2015,gmc,sierra 1500,128688
34477,2015,gmc,sierra 1500,46079
36997,2015,gmc,sierra 1500,51141
19990,2015,gmc,sierra 1500,163251
31598,2015,gmc,sierra 1500,53423
33891,2015,gmc,sierra 1500,72351
26726,2015,gmc,sierra 1500,81300
35900,2015,gmc,sierra 1500,34700
34139,2015,gmc,sierra 1500,79837
24000,2015,gmc,sierra 1500,71295
39888,2015,gmc,sierra 1500,52090
31895,2015,gmc,sierra 1500,85000
31000,2016,gmc,sierra 1500,94150
39995,2016,gmc,sierra 1500,37013
32999,2016,gmc,sierra 1500,82370
28167,2016,gmc,sierra 1500,147173
31000,2016,gmc,sierra 1500,83000
27400,2016,gmc,sierra 1500,115000
27472,2016,gmc,sierra 1500,147173
31990,2016,gmc,sierra 1500,32112
38999,2016,gmc,sierra 1500,67224
19495,2016,gmc,sierra 1500,35384
33999,2016,gmc,sierra 1500,49431
27995,2016,gmc,sierra 1500,99000
28900,2016,gmc,sierra 1500,30784
30462,2016,gmc,sierra 1500,55832
31897,2016,gmc,sierra 1500,121078
28995,2016,gmc,sierra 1500,73065
29500,2016,gmc,sierra 1500,18500
33595,2016,gmc,sierra 1500,36982
33995,2016,gmc,sierra 1500,96067
34500,2016,gmc,sierra 1500,53987
24995,2016,gmc,sierra 1500,72653
36994,2016,gmc,sierra 1500,62000
29500,2016,gmc,sierra 1500,54000
23699,2016,gmc,sierra 1500,92489
32839,2016,gmc,sierra 1500,106821
30995,2016,gmc,sierra 1500,123132
30900,2016,gmc,sierra 1500,72899
33921,2016,gmc,sierra 1500,87755
22999,2016,gmc,sierra 1500,35191
31000,2016,gmc,sierra 1500,48000
41000,2016,gmc,sierra 1500,53000
32999,2016,gmc,sierra 1500,41462
38825,2016,gmc,sierra 1500,77625
34000,2016,gmc,sierra 1500,95000
31445,2016,gmc,sierra 1500,96528
33980,2016,gmc,sierra 1500,30348
25878,2016,gmc,sierra 1500,98000
33294,2016,gmc,sierra 1500,106912
32900,2016,gmc,sierra 1500,43272
18995,2016,gmc,sierra 1500,70645
22995,2016,gmc,sierra 1500,82285
27950,2016,gmc,sierra 1500,111525
39790,2016,gmc,sierra 1500,47908
27999,2016,gmc,sierra 1500,46839
39998,2016,gmc,sierra 1500,47217
16488,2016,gmc,sierra 1500,126789
28000,2016,gmc,sierra 1500,49000
33483,2016,gmc,sierra 1500,87755
31900,2016,gmc,sierra 1500,78000
42556,2016,gmc,sierra 1500,25502
28781,2016,gmc,sierra 1500,34783
36900,2016,gmc,sierra 1500,44014
27293,2016,gmc,sierra 1500,86700
29900,2016,gmc,sierra 1500,77991
28995,2016,gmc,sierra 1500,29918
19981,2016,gmc,sierra 1500,104869
28999,2016,gmc,sierra 1500,82154
26972,2016,gmc,sierra 1500,72262
31795,2016,gmc,sierra 1500,117827
38995,2016,gmc,sierra 1500,54878
19900,2016,gmc,sierra 1500,190327
31995,2017,gmc,sierra 1500,96483
41995,2017,gmc,sierra 1500,34636
28750,2017,gmc,sierra 1500,45227
37900,2017,gmc,sierra 1500,34883
43995,2017,gmc,sierra 1500,14314
38940,2017,gmc,sierra 1500,39738
26995,2017,gmc,sierra 1500,20600
30675,2017,gmc,sierra 1500,74628
